==============================================
  Session: Session 01
  Started: 2026-05-11 14:33:43
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        73.1     809.9    67.8     1.12     0.209        0.768
00:02:02   DATA               Normal      Medium     0.415    74.8     796.7    54.7     0.29     0.228        0.833
00:02:03   DATA               Normal      Medium     0.341    75.0     794.7    59.4     0.14     0.229        0.829
00:02:04   DATA               Normal      Medium     0.398    75.8     791.3    51.6     0.11     0.211        0.823
00:02:05   DATA               Normal      Medium     0.358    76.7     798.9    60.3     0.10     0.209        0.817
00:02:06   DATA               Normal      Medium     0.321    76.7     802.0    62.3     0.39     0.227        0.818
00:02:07   DATA               Normal      Medium     0.251    75.4     805.1    65.9     0.69     0.339        0.817
00:02:08   LEVEL Medium>Low   Normal      Low        0.197    74.0     799.0    70.4     0.86     0.313        0.816
00:02:08   DATA               Normal      Low        0.197    74.0     799.0    70.4     0.86     0.313        0.816
00:02:09   DATA               Normal      Low        0.123    73.3     793.3    63.3     1.16     0.210        0.815
00:02:10   DATA               Normal      Low        0.103    73.3     804.0    63.5     1.85     0.226        0.822
00:02:11   DATA               Normal      Low        0.068    74.1     791.2    77.1     1.64     0.211        0.818
00:02:12   DATA               Normal      Low        0.056    75.1     784.9    72.2     0.74     0.319        0.818
00:02:13   DATA               Normal      Low        0.056    76.5     778.2    72.9     1.49     0.351        0.818
00:02:14   DATA               Normal      Low        0.000    79.1     766.5    75.8     0.75     0.326        0.809
00:02:15   DATA               Normal      Low        0.000    79.6     745.5    69.1     0.02     0.310        0.813
00:02:16   DATA               Normal      Low        0.000    79.7     750.5    68.3     3.89     0.111        0.815
00:02:17   DATA               Normal      Low        0.002    79.8     748.7    67.5     6.24     0.111        0.818
00:02:18   DATA               Normal      Low        0.002    80.2     732.0    70.7     2.92     0.114        0.819
00:02:19   DATA               Normal      Low        0.116    80.4     756.7    49.8     1.52     0.220        0.823
00:02:20   DATA               Normal      Low        0.225    79.8     761.6    50.5     0.89     0.219        0.826
00:02:21   LEVEL Low>Medium   Normal      Medium     0.362    78.8     765.1    46.0     1.05     0.218        0.830
00:02:21   DATA               Normal      Medium     0.362    78.8     765.1    46.0     1.05     0.218        0.830
00:02:22   DATA               Normal      Medium     0.483    77.9     767.0    48.3     0.16     0.217        0.829
00:02:23   DATA               Normal      Medium     0.483    77.9     767.0    48.3     0.16     0.217        0.829
00:02:24   LEVEL Medium>High  Normal      High       0.623    76.6     774.3    48.4     1.78     0.215        0.828
00:02:24   DATA               Normal      High       0.623    76.6     774.3    48.4     1.78     0.215        0.828
00:02:25   DATA               Normal      High       0.623    76.6     774.3    48.4     1.78     0.215        0.828
00:02:26   DATA               Normal      High       0.676    76.7     777.4    42.2     0.32     0.215        0.828
00:02:27   DATA               Normal      High       0.667    77.2     772.2    47.3     0.27     0.216        0.824
00:02:28   DATA               Normal      High       0.692    77.7     782.0    44.4     0.11     0.256        0.823
00:02:29   DATA               Normal      High       0.721    77.7     789.0    42.4     0.71     0.127        0.819
00:02:30   DATA               Normal      High       0.599    77.5     796.5    73.2     0.77     0.251        0.810
