==============================================
  Session: Session 01
  Started: 2026-05-12 09:20:57
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        65.1     913.0    78.4     0.95     0.244        0.728
00:02:01   DATA               Normal      High       0.500    64.3     953.8    79.6     0.37     0.131        0.667
00:02:02   DATA               Normal      High       0.500    64.3     953.8    79.6     0.37     0.131        0.667
00:02:03   LEVEL High>Medium  Normal      Medium     0.250    62.9     985.0    79.5     0.57     0.226        0.652
00:02:03   DATA               Normal      Medium     0.250    62.9     985.0    79.5     0.57     0.226        0.652
00:02:04   LEVEL Medium>Low   Normal      Low        0.200    61.5     988.9    82.1     0.56     0.225        0.660
00:02:04   DATA               Normal      Low        0.200    61.5     988.9    82.1     0.56     0.225        0.660
00:02:05   DATA               Normal      Low        0.000    59.8     959.9    82.0     1.05     0.347        0.674
00:02:06   DATA               Normal      Low        0.000    58.2     974.6    90.7     0.21     0.342        0.689
00:02:07   DATA               Normal      Low        0.000    57.8     977.2    95.0     0.13     0.256        0.704
00:02:08   DATA               Normal      Low        0.000    57.8     977.2    95.0     0.13     0.256        0.704
00:02:09   DATA               Normal      Low        0.000    58.5     956.1    82.3     0.21     0.262        0.703
00:02:10   DATA               Normal      Low        0.000    60.3     939.8    81.9     1.60     0.266        0.692
00:02:11   DATA               Normal      Low        0.000    64.9     879.1    92.9     0.37     0.126        0.670
00:02:12   DATA               Normal      Low        0.000    66.8     883.4    86.6     1.03     0.227        0.675
00:02:13   DATA               Normal      Low        0.000    68.4     879.5    86.0     1.25     0.228        0.686
00:02:14   DATA               Normal      Low        0.000    68.4     879.5    86.0     1.25     0.228        0.686
00:02:15   DATA               Normal      Low        0.032    70.2     865.3    73.4     0.49     0.231        0.737
00:02:16   DATA               Normal      Low        0.073    70.3     865.9    72.0     2.95     0.231        0.770
00:02:17   DATA               Normal      Low        0.113    69.8     850.8    72.1     3.34     0.118        0.787
00:02:18   DATA               Normal      Low        0.240    68.9     862.9    58.6     2.23     0.105        0.801
00:02:19   LEVEL Low>Medium   Normal      Medium     0.440    68.6     855.7    36.9     1.57     0.106        0.817
00:02:19   DATA               Normal      Medium     0.440    68.6     855.7    36.9     1.57     0.106        0.817
00:02:20   LEVEL Medium>High  Normal      High       0.608    69.0     869.6    35.4     0.72     0.115        0.826
00:02:20   DATA               Normal      High       0.608    69.0     869.6    35.4     0.72     0.115        0.826
00:02:21   DATA               Normal      High       0.619    69.8     896.7    70.3     2.91     0.112        0.813
00:02:22   DATA               Normal      High       0.778    69.9     874.9    45.7     0.67     0.508        0.798
00:02:23   DATA               Normal      High       0.835    69.1     868.6    49.8     3.79     0.288        0.783
00:02:24   DATA               Normal      High       0.822    66.2     863.3    49.2     2.79     0.145        0.760
00:02:25   DATA               Normal      High       0.702    63.1     869.7    65.9     0.11     0.230        0.737
00:02:26   DATA               Normal      High       0.850    62.6     878.4    46.5     0.51     0.253        0.737
00:02:27   DATA               Normal      High       0.689    64.2     892.9    72.4     0.43     0.249        0.731
00:02:28   DATA               Normal      High       0.505    66.5     912.6    79.6     1.58     0.244        0.720
