==============================================
  Session: Session 01
  Started: 2026-05-11 13:03:18
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:04:00   BASELINE END       Normal      –          –        113.8    530.0    42.9     1.54     0.204        0.700
00:04:06   DATA               Normal      Low        0.236    124.4    478.2    40.1     2.87     0.419        0.623
00:04:07   DATA               Normal      Low        0.236    124.4    478.2    40.1     2.87     0.419        0.623
00:04:08   LEVEL Low>Medium   Normal      Medium     0.273    126.1    472.1    38.3     1.11     0.454        0.623
00:04:08   DATA               Normal      Medium     0.273    126.1    472.1    38.3     1.11     0.454        0.623
00:04:09   LEVEL Medium>Low   Normal      Low        0.237    127.2    475.2    41.2     0.86     0.162        0.614
00:04:09   DATA               Normal      Low        0.237    127.2    475.2    41.2     0.86     0.162        0.614
00:04:10   DATA               Normal      Low        0.237    127.2    475.2    41.2     0.86     0.162        0.614
00:04:11   DATA               Normal      Low        0.237    127.2    475.2    41.2     0.86     0.162        0.614
00:04:12   DATA               Normal      Low        0.237    127.2    475.2    41.2     0.86     0.162        0.614
00:04:13   DATA               Normal      Low        0.237    127.2    475.2    41.2     0.86     0.162        0.614
00:04:14   DATA               Normal      Low        0.237    127.2    475.2    41.2     0.86     0.162        0.614
00:04:15   LEVEL Low>Medium   Normal      Medium     0.288    117.1    515.3    37.3     3.36     0.149        0.646
00:04:15   DATA               Normal      Medium     0.288    117.1    515.3    37.3     3.36     0.149        0.646
00:04:16   DATA               Normal      Medium     0.288    117.1    515.3    37.3     3.36     0.149        0.646
00:04:17   DATA               Normal      Medium     0.260    114.9    503.9    48.1     2.05     0.110        0.729
00:04:18   DATA               Normal      Medium     0.346    116.0    495.6    35.5     0.60     0.238        0.769
00:04:19   DATA               Normal      Medium     0.346    116.0    495.6    35.5     0.60     0.238        0.769
00:04:20   DATA               Normal      Medium     0.364    119.0    499.3    37.4     0.69     0.134        0.794
00:04:21   DATA               Normal      Medium     0.422    122.0    502.1    33.5     0.18     0.142        0.799
00:04:22   DATA               Normal      Medium     0.374    123.7    525.4    40.6     1.47     0.272        0.780
00:04:23   LEVEL Medium>High  Normal      High       0.537    124.2    488.6    32.2     1.69     0.158        0.753
00:04:23   DATA               Normal      High       0.537    124.2    488.6    32.2     1.69     0.158        0.753
00:04:24   LEVEL High>Medium  Normal      Medium     0.473    124.3    494.8    39.7     0.49     0.144        0.721
00:04:24   DATA               Normal      Medium     0.473    124.3    494.8    39.7     0.49     0.144        0.721
00:04:25   DATA               Normal      Medium     0.389    123.1    481.8    47.8     0.61     0.148        0.682
00:04:26   DATA               Normal      Medium     0.251    120.3    492.1    42.6     0.96     0.145        0.646
00:04:27   LEVEL Medium>Low   Normal      Low        0.216    121.4    496.8    48.8     2.11     0.183        0.613
00:04:27   DATA               Normal      Low        0.216    121.4    496.8    48.8     2.11     0.183        0.613
00:04:28   DATA               Normal      Low        0.216    121.4    496.8    48.8     2.11     0.183        0.613
00:04:29   DATA               Normal      Low        0.216    121.4    496.8    48.8     2.11     0.183        0.613
00:04:30   DATA               Normal      Low        0.216    121.4    496.8    48.8     2.11     0.183        0.613
