==============================================
  Session: Session 01
  Started: 2026-05-12 11:29:10
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        68.0     874.9    83.9     0.99     0.204        0.717
00:02:01   DATA               Normal      Low        0.000    73.5     847.2    89.7     0.51     0.118        0.660
00:02:02   DATA               Normal      Low        0.000    73.3     833.6    88.4     0.21     0.120        0.629
00:02:03   DATA               Normal      Low        0.000    73.3     833.6    88.4     0.21     0.120        0.629
00:02:04   DATA               Normal      Low        0.000    73.3     833.6    88.4     0.21     0.120        0.629
00:02:05   DATA               Normal      Low        0.000    73.3     833.6    88.4     0.21     0.120        0.629
00:02:06   DATA               Normal      Low        0.000    73.3     833.6    88.4     0.21     0.120        0.629
00:02:07   DATA               Normal      Low        0.000    73.3     833.6    88.4     0.21     0.120        0.629
00:02:08   DATA               Normal      Low        0.000    73.3     833.6    88.4     0.21     0.120        0.629
00:02:09   LEVEL Low>Medium   Normal      Medium     0.265    69.8     879.9    53.0     2.26     0.126        0.600
00:02:09   DATA               Normal      Medium     0.265    69.8     879.9    53.0     2.26     0.126        0.600
00:02:10   DATA               Normal      Medium     0.374    68.1     856.0    56.8     1.04     0.146        0.638
00:02:11   DATA               Normal      Medium     0.401    67.6     848.2    64.1     1.01     0.236        0.661
00:02:12   LEVEL Medium>High  Normal      High       0.512    67.9     859.6    62.5     0.18     0.233        0.677
00:02:12   DATA               Normal      High       0.512    67.9     859.6    62.5     0.18     0.233        0.677
00:02:13   DATA               Normal      High       0.619    68.1     860.4    63.1     0.18     0.233        0.694
00:02:15   DATA               Normal      High       0.567    68.6     833.3    63.1     0.18     0.172        0.710
00:02:16   DATA               Normal      High       0.534    68.9     833.3    63.1     0.18     0.172        0.726
00:02:17   DATA               Normal      High       0.549    70.0     829.9    61.3     0.32     0.151        0.749
00:02:18   DATA               Normal      High       0.508    70.7     821.4    70.4     0.26     0.222        0.761
00:02:19   DATA               Normal      High       0.559    72.1     779.1    53.1     0.05     0.214        0.771
00:02:20   DATA               Normal      High       0.542    73.5     785.7    66.5     0.09     0.182        0.771
00:02:21   DATA               Normal      High       0.555    74.6     794.8    60.6     0.09     0.315        0.767
00:02:22   DATA               Normal      High       0.577    75.3     785.7    57.1     0.82     0.212        0.764
00:02:23   DATA               Normal      High       0.628    76.2     766.6    60.5     0.29     0.237        0.765
00:02:24   DATA               Normal      High       0.561    77.3     763.5    66.1     0.92     0.109        0.773
00:02:25   DATA               Normal      High       0.538    77.9     764.5    71.0     1.11     0.109        0.774
00:02:26   DATA               Normal      High       0.569    79.5     784.0    54.6     2.16     0.128        0.763
00:02:27   DATA               Normal      High       0.539    80.6     781.7    62.9     3.67     0.142        0.742
00:02:28   LEVEL High>Medium  Normal      Medium     0.476    80.7     797.3    72.7     0.90     0.125        0.713
00:02:28   DATA               Normal      Medium     0.476    80.7     797.3    72.7     0.90     0.125        0.713
00:02:29   DATA               Normal      Medium     0.384    80.1     827.0    90.7     0.53     0.242        0.658
00:02:30   DATA               Normal      Medium     0.320    77.9     801.6    83.4     0.36     0.277        0.616
