==============================================
  Session: Session 01
  Started: 2026-05-11 11:28:07
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        60.4     1034.3   86.2     1.95     0.216        0.658
00:02:00   DATA               Normal      Low        0.182    57.6     1006.9   72.8     1.10     0.110        0.706
00:02:02   DATA               Normal      Low        0.182    57.6     1006.9   72.8     1.10     0.110        0.706
00:02:03   DATA               Normal      Low        0.191    62.0     1014.0   72.1     1.56     0.110        0.709
00:02:04   DATA               Normal      Low        0.191    62.0     1014.0   72.1     1.56     0.110        0.709
00:02:05   DATA               Normal      Low        0.152    62.5     1029.2   88.0     2.11     0.216        0.701
00:02:06   DATA               Normal      Low        0.162    61.3     989.8    78.5     0.71     0.253        0.704
00:02:07   DATA               Normal      Low        0.124    59.0     989.4    82.7     1.15     0.126        0.689
00:02:08   DATA               Normal      Low        0.112    55.8     994.3    82.9     0.43     0.126        0.671
00:02:09   DATA               Normal      Low        0.057    54.3     1006.6   86.3     1.84     0.249        0.666
00:02:10   DATA               Normal      Low        0.155    54.8     1020.9   61.3     0.32     0.245        0.681
00:02:11   DATA               Normal      Low        0.155    56.9     1035.0   78.5     0.07     0.242        0.684
00:02:12   DATA               Normal      Low        0.186    58.9     1059.9   74.7     0.84     0.236        0.682
00:02:13   LEVEL Low>Medium   Normal      Medium     0.310    58.8     1060.5   51.4     2.18     0.270        0.673
00:02:13   DATA               Normal      Medium     0.310    58.8     1060.5   51.4     2.18     0.270        0.673
00:02:14   DATA               Normal      Medium     0.422    57.2     1075.4   57.9     1.98     0.233        0.673
00:02:15   DATA               Normal      Medium     0.334    55.2     1082.5   83.5     0.96     0.231        0.672
00:02:16   DATA               Normal      Medium     0.358    52.8     1091.2   72.5     1.62     0.115        0.683
00:02:17   DATA               Normal      Medium     0.324    52.0     1081.0   83.4     1.02     0.116        0.694
00:02:18   LEVEL Medium>Low   Normal      Low        0.187    52.9     1085.4   95.1     1.41     0.230        0.715
00:02:18   DATA               Normal      Low        0.187    52.9     1085.4   95.1     1.41     0.230        0.715
00:02:19   DATA               Normal      Low        0.075    55.3     1094.7   86.4     0.90     0.261        0.707
00:02:20   DATA               Normal      Low        0.065    57.1     1128.4   121.4    0.72     0.332        0.687
00:02:21   DATA               Normal      Low        0.011    57.3     1132.7   120.3    1.86     0.221        0.657
00:02:22   DATA               Normal      Low        0.000    55.1     1132.3   111.4    0.94     0.221        0.628
00:02:23   DATA               Normal      Low        0.000    55.1     1132.3   111.4    0.94     0.221        0.628
00:02:24   DATA               Normal      Low        0.000    55.1     1132.3   111.4    0.94     0.221        0.628
00:02:25   DATA               Normal      Low        0.000    55.1     1132.3   111.4    0.94     0.221        0.628
00:02:26   DATA               Normal      Low        0.000    55.1     1132.3   111.4    0.94     0.221        0.628
00:02:27   DATA               Normal      Low        0.098    50.7     1113.9   61.2     1.21     0.299        0.601
00:02:28   DATA               Normal      Low        0.098    53.5     1131.0   94.7     0.94     0.253        0.609
00:02:29   DATA               Normal      Low        0.098    55.6     1117.5   122.1    4.79     0.256        0.627
