==============================================
  Session: Session 01
  Started: 2026-05-12 14:58:23
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        68.7     868.2    70.9     0.99     0.225        0.731
00:02:01   DATA               Normal      Medium     0.401    69.3     883.7    50.9     0.89     0.226        0.833
00:02:02   DATA               Normal      Medium     0.392    66.7     883.4    52.5     0.37     0.126        0.821
00:02:03   DATA               Normal      Medium     0.392    66.7     883.4    52.5     0.37     0.126        0.821
00:02:04   DATA               Normal      Medium     0.298    65.7     890.2    70.0     0.27     0.225        0.815
00:02:05   LEVEL Medium>Low   Normal      Low        0.238    65.4     889.9    71.1     0.51     0.307        0.815
00:02:05   DATA               Normal      Low        0.238    65.4     889.9    71.1     0.51     0.307        0.815
00:02:06   DATA               Normal      Low        0.158    65.9     891.2    74.6     0.28     0.225        0.819
00:02:07   DATA               Normal      Low        0.082    66.7     886.2    69.5     0.20     0.226        0.822
00:02:08   DATA               Normal      Low        0.009    67.6     886.8    76.2     0.17     0.226        0.824
00:02:09   DATA               Normal      Low        0.005    68.5     883.1    82.3     0.74     0.227        0.824
00:02:11   DATA               Normal      Low        0.024    68.8     867.9    66.2     0.13     0.256        0.821
00:02:12   DATA               Normal      Low        0.053    68.8     876.9    63.6     0.10     0.254        0.820
00:02:13   DATA               Normal      Low        0.070    68.8     848.5    65.5     0.16     0.118        0.810
00:02:14   DATA               Normal      Low        0.086    68.7     813.8    66.9     1.65     0.123        0.788
00:02:15   DATA               Normal      Low        0.086    69.4     806.9    74.7     1.18     0.124        0.765
00:02:16   DATA               Normal      Low        0.071    71.8     804.2    69.7     1.23     0.124        0.740
00:02:17   DATA               Normal      Low        0.061    75.2     788.9    66.0     2.83     0.231        0.718
00:02:18   DATA               Normal      Low        0.153    77.9     791.8    42.6     0.16     0.230        0.720
00:02:19   LEVEL Low>Medium   Normal      Medium     0.280    78.5     787.1    35.3     3.98     0.347        0.734
00:02:19   DATA               Normal      Medium     0.280    78.5     787.1    35.3     3.98     0.347        0.734
00:02:20   DATA               Normal      Medium     0.410    77.3     788.2    38.3     2.12     0.346        0.759
00:02:21   LEVEL Medium>High  Normal      High       0.533    75.6     796.1    39.2     1.53     0.343        0.785
00:02:21   DATA               Normal      High       0.533    75.6     796.1    39.2     1.53     0.343        0.785
00:02:22   DATA               Normal      High       0.583    74.2     810.9    53.5     1.95     0.337        0.796
00:02:23   DATA               Normal      High       0.570    73.3     821.8    45.8     1.12     0.243        0.797
00:02:24   DATA               Normal      High       0.533    72.2     847.9    44.6     1.62     0.107        0.800
00:02:25   LEVEL High>Medium  Normal      Medium     0.487    70.5     856.1    49.7     1.18     0.212        0.790
00:02:25   DATA               Normal      Medium     0.487    70.5     856.1    49.7     1.18     0.212        0.790
00:02:26   DATA               Normal      Medium     0.441    68.8     874.7    50.7     0.25     0.229        0.781
00:02:27   DATA               Normal      Medium     0.425    67.5     879.2    57.5     0.90     0.228        0.785
00:02:28   DATA               Normal      Medium     0.392    66.9     886.5    54.2     0.12     0.226        0.792
