==============================================
  Session: Session 01
  Started: 2026-05-11 12:09:52
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        77.4     781.4    68.3     0.95     0.236        0.728
00:02:01   DATA               Normal      Medium     0.479    78.6     743.7    51.7     1.09     0.104        0.813
00:02:02   LEVEL Medium>High  Normal      High       0.575    80.5     740.4    45.1     0.83     0.113        0.805
00:02:02   DATA               Normal      High       0.575    80.5     740.4    45.1     0.83     0.113        0.805
00:02:03   DATA               Normal      High       0.620    82.5     743.7    43.7     0.72     0.224        0.800
00:02:04   DATA               Normal      High       0.571    83.4     752.8    53.7     2.61     0.205        0.785
00:02:05   DATA               Normal      High       0.548    83.1     758.8    52.4     1.58     0.220        0.773
00:02:06   DATA               Normal      High       0.565    81.2     766.3    48.8     1.05     0.218        0.756
00:02:07   LEVEL High>Medium  Normal      Medium     0.480    78.0     760.6    59.9     1.10     0.202        0.741
00:02:07   DATA               Normal      Medium     0.480    78.0     760.6    59.9     1.10     0.202        0.741
00:02:08   DATA               Normal      Medium     0.392    74.7     774.7    58.8     2.14     0.108        0.729
00:02:09   DATA               Normal      Medium     0.319    73.1     790.2    66.3     0.26     0.106        0.731
00:02:10   DATA               Normal      Medium     0.288    73.6     775.4    57.8     0.71     0.117        0.743
00:02:11   LEVEL Medium>Low   Normal      Low        0.175    75.5     791.7    69.1     0.23     0.211        0.751
00:02:11   DATA               Normal      Low        0.175    75.5     791.7    69.1     0.23     0.211        0.751
00:02:12   DATA               Normal      Low        0.127    76.7     793.1    70.6     0.12     0.210        0.755
00:02:13   DATA               Normal      Low        0.072    77.1     763.3    77.8     0.28     0.328        0.756
00:02:14   DATA               Normal      Low        0.061    77.3     767.2    80.0     0.06     0.326        0.752
00:02:15   DATA               Normal      Low        0.000    77.9     761.8    78.7     0.08     0.328        0.749
00:02:16   DATA               Normal      Low        0.000    78.9     759.0    83.1     0.10     0.330        0.748
00:02:17   DATA               Normal      Low        0.000    79.6     761.1    85.9     0.30     0.329        0.748
00:02:18   DATA               Normal      Low        0.000    79.8     754.2    84.2     0.69     0.332        0.752
00:02:19   DATA               Normal      Low        0.000    80.0     741.2    79.9     0.16     0.311        0.758
00:02:20   DATA               Normal      Low        0.000    79.7     744.2    69.4     0.08     0.336        0.762
00:02:21   DATA               Normal      Low        0.000    79.6     724.6    69.3     0.04     0.319        0.763
00:02:22   DATA               Normal      Low        0.039    80.2     742.8    61.5     0.55     0.245        0.762
00:02:23   DATA               Normal      Low        0.084    81.9     744.2    60.6     1.02     0.122        0.753
00:02:24   DATA               Normal      Low        0.200    84.6     750.6    48.2     0.53     0.111        0.740
00:02:25   LEVEL Low>Medium   Normal      Medium     0.314    85.7     766.7    48.6     0.76     0.119        0.718
00:02:25   DATA               Normal      Medium     0.314    85.7     766.7    48.6     0.76     0.119        0.718
00:02:26   DATA               Normal      Medium     0.331    83.7     762.0    65.2     0.77     0.239        0.704
00:02:27   DATA               Normal      Medium     0.331    79.5     763.9    61.5     0.85     0.109        0.692
