==============================================
  Session: Session 01
  Started: 2026-05-12 13:33:55
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        76.6     780.5    53.4     1.88     0.245        0.804
00:02:01   DATA               Normal      Low        0.193    72.7     805.5    48.4     3.37     0.226        0.698
00:02:02   DATA               Normal      Low        0.200    76.1     780.1    50.0     1.72     0.350        0.795
00:02:03   DATA               Normal      Low        0.200    76.1     780.1    50.0     1.72     0.350        0.795
00:02:04   DATA               Normal      Low        0.150    77.6     793.0    54.0     0.55     0.315        0.817
00:02:05   DATA               Normal      Low        0.120    77.8     803.1    75.2     0.38     0.312        0.811
00:02:06   DATA               Normal      Low        0.081    77.1     808.8    81.8     0.24     0.337        0.802
00:02:07   DATA               Normal      Low        0.026    75.7     814.6    71.5     0.59     0.335        0.794
00:02:08   DATA               Normal      Low        0.000    73.2     818.6    70.8     0.62     0.222        0.778
00:02:09   DATA               Normal      Low        0.000    70.6     838.4    79.1     0.81     0.217        0.762
00:02:10   DATA               Normal      Low        0.000    68.8     839.9    76.9     0.10     0.217        0.774
00:02:11   DATA               Normal      Low        0.000    69.6     818.8    71.0     1.31     0.305        0.773
00:02:12   DATA               Normal      Low        0.009    70.7     816.1    52.3     0.66     0.123        0.779
00:02:13   DATA               Normal      Low        0.021    72.2     811.3    51.9     0.98     0.112        0.784
00:02:14   DATA               Normal      Low        0.021    74.2     806.2    55.6     1.47     0.113        0.781
00:02:15   DATA               Normal      Low        0.021    76.0     795.1    68.7     0.72     0.105        0.779
00:02:16   DATA               Normal      Low        0.021    76.9     790.2    68.2     1.85     0.422        0.787
00:02:17   DATA               Normal      Low        0.012    77.1     776.8    68.1     1.33     0.351        0.801
00:02:18   DATA               Normal      Low        0.000    77.1     790.5    84.2     0.53     0.345        0.798
00:02:19   DATA               Normal      Low        0.000    77.0     785.9    91.1     0.14     0.212        0.794
00:02:20   DATA               Normal      Low        0.000    76.6     794.1    91.4     0.94     0.229        0.791
00:02:21   DATA               Normal      Low        0.000    75.1     777.0    93.9     0.63     0.234        0.786
00:02:22   DATA               Normal      Low        0.000    75.1     777.0    93.9     0.63     0.234        0.786
00:02:23   DATA               Normal      Low        0.000    73.8     779.0    79.5     0.47     0.214        0.766
00:02:24   DATA               Normal      Low        0.000    75.2     758.0    73.4     0.85     0.330        0.744
00:02:25   DATA               Normal      Low        0.000    78.5     759.1    71.9     1.15     0.330        0.729
00:02:26   BOSS ROOM ENTER    BossRoom                                                                         
00:02:26   DATA               BossRoom    Low        0.020    81.6     752.6    50.8     0.96     0.205        0.719
00:02:27   DATA               BossRoom    Low        0.143    84.0     733.1    37.5     0.40     0.114        0.727
00:02:28   LEVEL Low>Medium   BossRoom    Medium     0.285    84.6     738.6    34.8     1.18     0.113        0.743
00:02:28   DATA               BossRoom    Medium     0.285    84.6     738.6    34.8     1.18     0.113        0.743
00:02:29   DATA               BossRoom    Medium     0.416    83.6     727.3    36.4     0.76     0.229        0.758
00:02:30   LEVEL Medium>High  BossRoom    High       0.569    81.7     747.8    33.4     2.40     0.206        0.768
