==============================================
  Session: Session 01
  Started: 2026-05-11 13:53:53
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        70.9     848.6    70.1     1.26     0.214        0.713
00:02:01   DATA               Normal      Low        0.000    63.9     949.5    86.5     1.72     0.211        0.773
00:02:02   DATA               Normal      Low        0.000    63.9     949.5    86.5     1.72     0.211        0.773
00:02:03   DATA               Normal      Low        0.000    64.7     936.1    83.8     0.42     0.214        0.790
00:02:04   DATA               Normal      Low        0.180    64.6     908.5    42.3     0.28     0.245        0.794
00:02:05   DATA               Normal      Low        0.200    64.1     883.7    59.3     1.11     0.309        0.793
00:02:06   DATA               Normal      Low        0.240    64.5     879.4    62.3     3.34     0.310        0.783
00:02:07   DATA               Normal      Low        0.240    66.3     876.5    77.7     0.89     0.228        0.774
00:02:08   DATA               Normal      Low        0.240    69.7     864.8    75.6     0.85     0.231        0.755
00:02:09   DATA               Normal      Low        0.097    71.9     861.9    72.3     0.78     0.232        0.750
00:02:10   DATA               Normal      Low        0.041    72.4     848.1    86.3     0.37     0.107        0.752
00:02:11   DATA               Normal      Low        0.000    71.5     836.0    87.6     0.96     0.109        0.762
00:02:12   DATA               Normal      Low        0.000    70.2     829.3    75.9     1.30     0.110        0.772
00:02:13   DATA               Normal      Low        0.000    70.0     826.8    75.3     0.26     0.330        0.784
00:02:14   DATA               Normal      Low        0.001    71.1     826.5    69.9     0.57     0.220        0.794
00:02:15   DATA               Normal      Low        0.025    72.7     807.5    65.6     1.23     0.113        0.793
00:02:16   DATA               Normal      Low        0.033    74.1     788.6    68.6     3.89     0.115        0.790
00:02:17   DATA               Normal      Low        0.103    75.1     779.9    56.5     0.27     0.233        0.787
00:02:18   DATA               Normal      Low        0.193    76.1     782.7    52.8     0.20     0.320        0.793
00:02:19   LEVEL Low>Medium   Normal      Medium     0.269    77.4     778.9    55.2     0.11     0.234        0.801
00:02:19   DATA               Normal      Medium     0.269    77.4     778.9    55.2     0.11     0.234        0.801
00:02:20   DATA               Normal      Medium     0.307    78.0     782.5    58.2     0.52     0.213        0.816
00:02:21   DATA               Normal      Medium     0.363    78.1     780.9    57.6     0.08     0.320        0.825
00:02:22   DATA               Normal      Medium     0.363    77.5     785.5    56.6     0.37     0.212        0.830
00:02:23   DATA               Normal      Medium     0.359    76.5     771.1    53.6     2.03     0.118        0.829
00:02:24   DATA               Normal      Medium     0.421    75.7     796.6    43.1     0.83     0.314        0.833
00:02:25   DATA               Normal      Medium     0.451    74.9     795.6    52.4     0.45     0.105        0.838
00:02:26   DATA               Normal      Medium     0.450    74.6     797.1    57.9     0.03     0.342        0.840
00:02:27   DATA               Normal      Medium     0.467    74.4     799.1    53.4     0.77     0.125        0.843
00:02:28   DATA               Normal      Medium     0.449    74.5     793.9    57.0     0.12     0.315        0.842
00:02:29   DATA               Normal      Medium     0.372    75.2     790.8    58.1     0.15     0.230        0.835
00:02:30   DATA               Normal      Medium     0.335    76.3     785.9    59.5     0.10     0.318        0.827
00:02:31   DATA               Normal      Medium     0.295    77.1     799.3    65.6     1.65     0.313        0.819
