==============================================
  Session: Session 01
  Started: 2026-05-12 10:47:17
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        66.1     893.3    59.4     0.54     0.245        0.826
00:02:01   DATA               Normal      Medium     0.453    63.7     910.5    44.4     0.50     0.330        0.793
00:02:02   DATA               Normal      Medium     0.302    64.4     919.6    60.9     1.57     0.435        0.814
00:02:03   LEVEL Medium>Low   Normal      Low        0.226    65.5     925.7    82.4     5.30     0.108        0.828
00:02:03   DATA               Normal      Low        0.226    65.5     925.7    82.4     5.30     0.108        0.828
00:02:04   DATA               Normal      Low        0.181    66.6     922.7    73.5     1.14     0.108        0.832
00:02:05   DATA               Normal      Low        0.089    67.0     912.0    81.9     0.48     0.219        0.828
00:02:06   DATA               Normal      Low        0.000    66.2     916.0    87.7     0.26     0.218        0.822
00:02:07   DATA               Normal      Low        0.000    65.2     892.7    93.9     0.33     0.306        0.813
00:02:08   DATA               Normal      Low        0.000    64.4     900.6    99.2     1.67     0.111        0.804
00:02:09   DATA               Normal      Low        0.000    64.7     897.8    108.4    4.26     0.334        0.793
00:02:10   DATA               Normal      Low        0.000    66.0     909.9    89.2     2.15     0.330        0.788
00:02:11   DATA               Normal      Low        0.000    67.2     904.4    86.9     0.47     0.332        0.788
00:02:12   DATA               Normal      Low        0.000    67.7     895.6    73.9     1.16     0.279        0.794
00:02:13   DATA               Normal      Low        0.008    67.5     899.7    58.0     2.87     0.371        0.805
00:02:14   DATA               Normal      Low        0.008    66.9     909.5    71.7     0.93     0.330        0.811
00:02:15   DATA               Normal      Low        0.008    66.2     892.8    85.4     0.36     0.102        0.820
00:02:16   DATA               Normal      Low        0.008    65.6     915.3    73.8     0.62     0.328        0.831
00:02:17   DATA               Normal      Low        0.008    64.8     907.9    64.6     0.50     0.331        0.841
00:02:18   DATA               Normal      Low        0.000    64.3     910.0    65.8     0.39     0.220        0.844
00:02:19   DATA               Normal      Low        0.000    64.4     908.6    67.3     0.40     0.220        0.851
00:02:20   DATA               Normal      Low        0.034    65.4     905.5    53.7     0.74     0.221        0.852
00:02:21   DATA               Normal      Low        0.034    66.8     884.9    70.2     2.32     0.339        0.850
00:02:22   DATA               Normal      Low        0.087    67.8     889.0    50.5     3.40     0.307        0.844
00:02:23   DATA               Normal      Low        0.247    68.1     873.7    32.6     0.23     0.208        0.846
00:02:24   LEVEL Low>Medium   Normal      Medium     0.379    68.2     875.8    37.2     1.11     0.229        0.852
00:02:24   DATA               Normal      Medium     0.379    68.2     875.8    37.2     1.11     0.229        0.852
00:02:25   DATA               Normal      Medium     0.490    68.5     870.6    35.1     0.69     0.230        0.856
00:02:26   LEVEL Medium>High  Normal      High       0.623    68.9     862.5    37.2     0.23     0.116        0.860
00:02:26   DATA               Normal      High       0.623    68.9     862.5    37.2     0.23     0.116        0.860
00:02:27   DATA               Normal      High       0.614    69.4     863.1    52.0     0.02     0.211        0.868
00:02:28   LEVEL High>Medium  Normal      Medium     0.458    69.7     862.2    58.7     0.29     0.316        0.868
00:02:28   DATA               Normal      Medium     0.458    69.7     862.2    58.7     0.29     0.316        0.868
