==============================================
  Session: Session 01
  Started: 2026-05-08 13:48:32
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        75.2     801.3    41.9     1.68     0.240        0.841
00:02:01   DATA               Normal      Low        0.037    75.9     781.7    41.3     0.37     0.320        0.861
00:02:02   DATA               Normal      Low        0.019    76.6     784.1    43.0     0.54     0.232        0.860
00:02:03   DATA               Normal      Low        0.012    77.5     782.6    43.1     1.51     0.213        0.857
00:02:04   DATA               Normal      Low        0.007    77.9     790.9    44.1     2.67     0.105        0.860
00:02:05   DATA               Normal      Low        0.000    76.5     800.1    49.5     1.53     0.114        0.858
00:02:06   DATA               Normal      Low        0.000    76.5     800.1    49.5     1.53     0.114        0.858
00:02:07   DATA               Normal      Low        0.000    75.0     789.4    73.5     2.39     0.211        0.852
00:02:08   DATA               Normal      Low        0.033    73.6     794.3    39.3     1.87     0.315        0.850
00:02:09   DATA               Normal      Low        0.033    72.6     816.7    63.2     1.21     0.245        0.850
00:02:10   DATA               Normal      Low        0.033    72.4     814.2    53.9     0.11     0.335        0.851
00:02:11   DATA               Normal      Low        0.033    72.7     808.0    63.5     0.25     0.310        0.857
00:02:12   DATA               Normal      Low        0.033    73.5     813.1    66.3     0.73     0.369        0.861
00:02:13   DATA               Normal      Low        0.000    74.4     802.6    51.9     0.31     0.340        0.860
00:02:14   DATA               Normal      Low        0.000    75.0     787.7    48.3     0.13     0.347        0.857
00:02:15   DATA               Normal      Low        0.000    75.3     801.6    44.3     0.72     0.312        0.859
00:02:16   DATA               Normal      Low        0.000    75.8     795.3    59.1     0.05     0.315        0.862
00:02:17   DATA               Normal      Low        0.007    76.0     799.5    41.3     0.56     0.228        0.865
00:02:18   DATA               Normal      Low        0.007    75.5     802.6    49.9     0.34     0.227        0.871
00:02:19   DATA               Normal      Low        0.007    74.7     808.0    43.7     0.23     0.206        0.877
00:02:20   DATA               Normal      Low        0.007    73.8     806.0    65.2     0.07     0.226        0.879
00:02:21   DATA               Normal      Low        0.007    73.4     807.3    62.4     1.24     0.113        0.881
00:02:22   DATA               Normal      Low        0.000    73.3     802.7    49.0     0.17     0.113        0.884
00:02:23   DATA               Normal      Low        0.000    73.3     810.2    56.3     1.18     0.206        0.886
00:02:24   DATA               Normal      Low        0.000    73.5     804.4    47.0     0.20     0.226        0.888
00:02:25   DATA               Normal      Low        0.000    74.0     803.8    46.9     0.30     0.226        0.890
00:02:26   DATA               Normal      Low        0.000    74.5     799.8    43.1     0.43     0.313        0.891
00:02:27   DATA               Normal      Low        0.000    74.9     799.4    44.8     0.26     0.209        0.891
00:02:28   DATA               Normal      Low        0.022    75.3     798.7    40.2     2.54     0.114        0.891
00:02:29   DATA               Normal      Low        0.201    75.8     779.8    28.1     0.19     0.117        0.892
00:02:30   LEVEL Low>Medium   Normal      Medium     0.401    75.9     791.2    25.7     0.24     0.105        0.892
00:02:30   DATA               Normal      Medium     0.401    75.9     791.2    25.7     0.24     0.105        0.892
00:02:31   LEVEL Medium>High  Normal      High       0.547    75.5     790.6    30.7     0.85     0.211        0.890
