==============================================
  Session: Session 01
  Started: 2026-05-12 10:06:48
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        79.2     751.8    52.4     0.41     0.190        0.820
00:02:01   DATA               Normal      Low        0.000    79.9     732.9    68.1     0.09     0.372        0.827
00:02:02   DATA               Normal      Low        0.000    80.8     740.6    75.5     1.14     0.338        0.839
00:02:03   DATA               Normal      Low        0.000    81.5     749.0    65.1     0.95     0.121        0.842
00:02:04   DATA               Normal      Low        0.000    81.4     748.4    65.3     0.77     0.111        0.842
00:02:05   DATA               Normal      Low        0.059    78.4     744.0    49.8     0.19     0.224        0.840
00:02:06   DATA               Normal      Low        0.073    77.7     732.8    50.9     1.63     0.228        0.841
00:02:07   DATA               Normal      Low        0.073    78.6     747.8    54.6     0.61     0.206        0.843
00:02:08   DATA               Normal      Low        0.073    80.5     742.1    53.4     0.57     0.112        0.841
00:02:09   DATA               Normal      Low        0.052    81.9     744.0    50.6     1.27     0.207        0.836
00:02:10   DATA               Normal      Low        0.115    82.3     740.6    42.7     0.03     0.208        0.835
00:02:11   DATA               Normal      Low        0.175    82.4     736.2    44.1     0.19     0.227        0.837
00:02:12   LEVEL Low>Medium   Normal      Medium     0.260    82.1     735.8    42.8     0.08     0.227        0.839
00:02:12   DATA               Normal      Medium     0.260    82.1     735.8    42.8     0.08     0.227        0.839
00:02:13   DATA               Normal      Medium     0.316    81.4     738.6    46.0     0.15     0.226        0.847
00:02:14   DATA               Normal      Medium     0.322    80.5     732.9    49.9     1.05     0.210        0.856
00:02:15   DATA               Normal      Medium     0.322    80.0     740.3    42.6     0.27     0.208        0.859
00:02:16   DATA               Normal      Medium     0.262    80.5     741.3    50.9     0.66     0.112        0.858
00:02:17   DATA               Normal      Medium     0.262    80.5     741.3    50.9     0.66     0.112        0.858
00:02:18   DATA               Normal      Medium     0.308    81.1     745.4    37.6     1.23     0.206        0.860
00:02:19   DATA               Normal      Medium     0.386    81.0     744.1    37.1     0.40     0.112        0.859
00:02:20   DATA               Normal      Medium     0.450    80.6     747.8    42.6     0.14     0.223        0.854
00:02:21   DATA               Normal      Medium     0.425    80.6     747.7    45.5     0.27     0.206        0.850
00:02:22   DATA               Normal      Medium     0.469    80.5     742.9    45.9     0.29     0.245        0.845
00:02:23   DATA               Normal      Medium     0.346    79.8     734.2    51.6     0.41     0.210        0.834
00:02:24   LEVEL Medium>Low   Normal      Low        0.211    79.1     738.1    53.2     0.84     0.209        0.825
00:02:24   DATA               Normal      Low        0.211    79.1     738.1    53.2     0.84     0.209        0.825
00:02:25   DATA               Normal      Low        0.148    79.4     736.0    49.7     1.01     0.113        0.822
00:02:26   DATA               Normal      Low        0.092    81.2     731.6    52.0     0.90     0.105        0.821
00:02:27   DATA               Normal      Low        0.092    82.9     735.9    45.9     0.20     0.113        0.821
00:02:28   LEVEL Low>Medium   Normal      Medium     0.270    83.0     729.8    38.2     1.47     0.211        0.834
00:02:28   DATA               Normal      Medium     0.270    83.0     729.8    38.2     1.47     0.211        0.834
