==============================================
  Session: Session 01
  Started: 2026-05-12 12:12:37
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        94.3     632.1    52.4     1.61     0.228        0.794
00:02:01   DATA               Normal      Medium     0.461    100.4    600.4    40.8     2.55     0.417        0.753
00:02:02   LEVEL Medium>High  Normal      High       0.730    100.3    606.9    26.2     1.17     0.353        0.785
00:02:02   DATA               Normal      High       0.730    100.3    606.9    26.2     1.17     0.353        0.785
00:02:03   DATA               Normal      High       0.780    99.5     605.6    30.2     0.86     0.310        0.821
00:02:04   DATA               Normal      High       0.699    98.5     612.8    40.9     0.52     0.327        0.851
00:02:05   DATA               Normal      High       0.701    97.6     622.0    34.5     0.39     0.215        0.856
00:02:06   DATA               Normal      High       0.754    97.1     616.3    34.1     0.21     0.232        0.859
00:02:07   DATA               Normal      High       0.754    96.0     613.3    12.6     0.24     0.233        0.850
00:02:08   DATA               Normal      High       0.632    94.0     630.2    45.6     0.13     0.244        0.836
00:02:09   DATA               Normal      High       0.541    91.7     617.0    55.2     0.12     0.250        0.826
00:02:10   LEVEL High>Medium  Normal      Medium     0.399    90.9     619.8    54.5     0.66     0.248        0.821
00:02:10   DATA               Normal      Medium     0.399    90.9     619.8    54.5     0.66     0.248        0.821
00:02:11   DATA               Normal      Medium     0.254    92.0     611.6    54.9     0.36     0.273        0.810
00:02:12   LEVEL Medium>Low   Normal      Low        0.054    94.7     622.8    60.3     1.45     0.146        0.791
00:02:12   DATA               Normal      Low        0.054    94.7     622.8    60.3     1.45     0.146        0.791
00:02:13   DATA               Normal      Low        0.000    97.2     603.0    65.4     4.94     0.255        0.770
00:02:15   DATA               Normal      Low        0.000    99.1     584.1    60.6     0.79     0.286        0.764
00:02:16   DATA               Normal      Low        0.021    100.7    583.0    49.7     0.41     0.245        0.766
00:02:17   DATA               Normal      Low        0.049    101.9    571.7    48.8     0.05     0.269        0.764
00:02:18   DATA               Normal      Low        0.064    102.7    596.9    50.5     0.15     0.239        0.772
00:02:19   DATA               Normal      Low        0.064    102.9    615.6    65.0     5.17     0.217        0.767
00:02:20   DATA               Normal      Low        0.064    102.0    625.6    58.6     1.28     0.213        0.741
00:02:21   DATA               Normal      Low        0.043    99.8     636.8    59.4     1.19     0.112        0.704
00:02:22   DATA               Normal      Low        0.018    94.4     647.3    52.0     1.54     0.221        0.683
00:02:23   DATA               Normal      Low        0.003    87.0     658.7    56.4     2.00     0.109        0.668
00:02:24   DATA               Normal      Low        0.003    85.4     659.5    69.3     2.37     0.217        0.674
00:02:25   DATA               Normal      Low        0.003    85.4     669.4    74.3     2.88     0.230        0.687
00:02:26   DATA               Normal      Low        0.003    86.9     650.2    62.2     2.75     0.308        0.691
00:02:27   DATA               Normal      Low        0.000    89.8     635.7    66.6     2.83     0.225        0.684
00:02:28   DATA               Normal      Low        0.000    93.5     626.3    56.8     1.94     0.213        0.675
00:02:29   DATA               Normal      Low        0.007    98.6     631.8    51.6     1.00     0.339        0.661
00:02:30   DATA               Normal      Low        0.009    102.2    620.4    52.0     2.44     0.124        0.655
