==============================================
  Session: Session 02
  Started: 2026-05-08 13:05:29
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        81.8     731.8    53.4     1.04     0.216        0.782
00:02:01   DATA               Normal      Medium     0.391    78.5     737.5    39.7     0.80     0.123        0.780
00:02:02   DATA               Normal      Medium     0.494    80.8     756.8    32.4     0.37     0.120        0.793
00:02:03   DATA               Normal      Medium     0.494    81.8     759.3    36.1     1.64     0.240        0.808
00:02:04   DATA               Normal      Medium     0.439    81.3     760.2    43.8     1.20     0.120        0.814
00:02:06   DATA               Normal      Medium     0.361    76.9     743.3    57.1     3.68     0.245        0.792
00:02:07   LEVEL Medium>Low   Normal      Low        0.242    75.8     746.5    61.4     1.03     0.223        0.779
00:02:07   DATA               Normal      Low        0.242    75.8     746.5    61.4     1.03     0.223        0.779
00:02:08   DATA               Normal      Low        0.242    75.8     746.5    61.4     1.03     0.223        0.779
00:02:09   DATA               Normal      Low        0.143    76.6     757.3    54.5     0.32     0.240        0.771
00:02:10   DATA               Normal      Low        0.089    79.4     758.3    57.2     0.30     0.240        0.764
00:02:11   DATA               Normal      Low        0.000    82.1     750.6    74.0     0.12     0.111        0.765
00:02:12   DATA               Normal      Low        0.000    82.7     741.5    85.8     3.01     0.123        0.771
00:02:13   DATA               Normal      Low        0.000    81.6     722.5    74.8     2.17     0.115        0.777
00:02:14   DATA               Normal      Low        0.000    80.5     738.5    63.2     0.81     0.226        0.798
00:02:15   DATA               Normal      Low        0.000    80.5     738.5    63.2     0.81     0.226        0.798
00:02:16   DATA               Normal      Low        0.000    81.4     727.1    64.4     0.44     0.106        0.812
00:02:17   DATA               Normal      Low        0.000    82.1     733.8    70.2     2.84     0.114        0.827
00:02:18   DATA               Normal      Low        0.000    82.4     722.9    69.6     2.09     0.213        0.834
00:02:19   DATA               Normal      Low        0.000    83.2     715.3    58.5     0.30     0.350        0.835
00:02:20   DATA               Normal      Low        0.000    83.2     715.3    58.5     0.30     0.350        0.835
00:02:21   DATA               Normal      Low        0.000    84.5     724.9    58.2     0.90     0.319        0.827
00:02:22   DATA               Normal      Low        0.000    84.1     711.7    62.4     0.17     0.234        0.826
00:02:23   DATA               Normal      Low        0.000    82.8     722.7    60.7     0.53     0.320        0.822
00:02:24   DATA               Normal      Low        0.000    82.8     722.7    60.7     0.53     0.320        0.822
00:02:25   DATA               Normal      Low        0.074    80.9     715.2    42.8     0.52     0.323        0.821
00:02:26   DATA               Normal      Low        0.119    81.4     727.8    45.3     0.41     0.317        0.817
00:02:27   DATA               Normal      Low        0.119    81.4     727.8    45.3     0.41     0.317        0.817
00:02:28   DATA               Normal      Low        0.151    84.2     734.9    50.7     1.59     0.209        0.807
00:02:29   DATA               Normal      Low        0.138    84.2     741.4    57.0     0.95     0.225        0.795
00:02:30   DATA               Normal      Low        0.077    83.2     733.2    64.1     0.99     0.315        0.781
00:02:31   DATA               Normal      Low        0.031    81.0     737.5    54.8     0.67     0.313        0.774
00:02:32   DATA               Normal      Low        0.031    81.0     737.5    54.8     0.67     0.313        0.774
